 time            v(clk)          v(D)            v(Dn)           v(Q0)           v(Qn0)          v(Q1)           v(Qn1)          v(Q2)           v(Qn2)          v(Q3)           v(Qn3)         
 1.04515000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08834490e-07  1.79999995e+00  1.08873886e-07  1.79999995e+00  7.07208056e-05  1.79996458e+00  1.79999988e+00  1.05665162e-07 
 1.04525000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08178734e-07  1.79999995e+00  1.08214844e-07  1.79999995e+00  7.06420994e-05  1.79996462e+00  1.79999987e+00  1.05079777e-07 
 1.04535000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08833717e-07  1.79999995e+00  1.08873106e-07  1.79999995e+00  7.05636945e-05  1.79996466e+00  1.79999988e+00  1.05664471e-07 
 1.04545000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08179521e-07  1.79999995e+00  1.08215638e-07  1.79999995e+00  7.04853402e-05  1.79996470e+00  1.79999987e+00  1.05080463e-07 
 1.04555000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08832942e-07  1.79999995e+00  1.08872325e-07  1.79999995e+00  7.04072857e-05  1.79996474e+00  1.79999988e+00  1.05663779e-07 
 1.04565000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08180306e-07  1.79999995e+00  1.08216428e-07  1.79999995e+00  7.03292811e-05  1.79996478e+00  1.79999987e+00  1.05081149e-07 
 1.04575000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08832170e-07  1.79999995e+00  1.08871549e-07  1.79999995e+00  7.02515747e-05  1.79996482e+00  1.79999988e+00  1.05663092e-07 
 1.04585000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08181090e-07  1.79999995e+00  1.08217219e-07  1.79999995e+00  7.01739173e-05  1.79996486e+00  1.79999987e+00  1.05081832e-07 
 1.04595000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08831401e-07  1.79999995e+00  1.08870772e-07  1.79999995e+00  7.00965568e-05  1.79996491e+00  1.79999988e+00  1.05662404e-07 
 1.04605000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08181873e-07  1.79999995e+00  1.08218007e-07  1.79999995e+00  7.00192443e-05  1.79996495e+00  1.79999987e+00  1.05082513e-07 
 1.04615000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08830632e-07  1.79999995e+00  1.08869997e-07  1.79999995e+00  6.99422273e-05  1.79996499e+00  1.79999988e+00  1.05661716e-07 
 1.04625000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08182653e-07  1.79999995e+00  1.08218793e-07  1.79999995e+00  6.98652574e-05  1.79996503e+00  1.79999987e+00  1.05083194e-07 
 1.04635000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08829866e-07  1.79999995e+00  1.08869224e-07  1.79999995e+00  6.97885816e-05  1.79996507e+00  1.79999988e+00  1.05661034e-07 
 1.04645000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08183432e-07  1.79999995e+00  1.08219577e-07  1.79999995e+00  6.97119520e-05  1.79996511e+00  1.79999987e+00  1.05083874e-07 
 1.04655000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08829102e-07  1.79999995e+00  1.08868452e-07  1.79999995e+00  6.96356152e-05  1.79996515e+00  1.79999988e+00  1.05660350e-07 
 1.04665000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08184210e-07  1.79999995e+00  1.08220360e-07  1.79999995e+00  6.95593237e-05  1.79996519e+00  1.79999987e+00  1.05084550e-07 
 1.04675000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08828339e-07  1.79999995e+00  1.08867683e-07  1.79999995e+00  6.94833236e-05  1.79996523e+00  1.79999988e+00  1.05659670e-07 
 1.04685000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08184985e-07  1.79999995e+00  1.08221140e-07  1.79999995e+00  6.94073679e-05  1.79996527e+00  1.79999987e+00  1.05085227e-07 
 1.04695000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08827577e-07  1.79999995e+00  1.08866917e-07  1.79999995e+00  6.93317022e-05  1.79996531e+00  1.79999988e+00  1.05658989e-07 
 1.04705000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08185759e-07  1.79999995e+00  1.08221920e-07  1.79999995e+00  6.92560801e-05  1.79996535e+00  1.79999987e+00  1.05085902e-07 
 1.04715000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08826818e-07  1.79999995e+00  1.08866151e-07  1.79999995e+00  6.91807468e-05  1.79996539e+00  1.79999988e+00  1.05658311e-07 
 1.04725000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08186531e-07  1.79999995e+00  1.08222698e-07  1.79999995e+00  6.91054561e-05  1.79996543e+00  1.79999987e+00  1.05086575e-07 
 1.04735000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08826060e-07  1.79999995e+00  1.08865387e-07  1.79999995e+00  6.90304528e-05  1.79996547e+00  1.79999988e+00  1.05657634e-07 
 1.04745000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08187300e-07  1.79999995e+00  1.08223473e-07  1.79999995e+00  6.89554914e-05  1.79996551e+00  1.79999987e+00  1.05087246e-07 
 1.04755000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08825304e-07  1.79999995e+00  1.08864625e-07  1.79999995e+00  6.88808159e-05  1.79996555e+00  1.79999988e+00  1.05656958e-07 
 1.04765000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08188070e-07  1.79999995e+00  1.08224248e-07  1.79999995e+00  6.88061816e-05  1.79996559e+00  1.79999987e+00  1.05087918e-07 
 1.04775000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08824549e-07  1.79999995e+00  1.08863864e-07  1.79999995e+00  6.87318319e-05  1.79996563e+00  1.79999988e+00  1.05656285e-07 
 1.04785000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08188836e-07  1.79999995e+00  1.08225019e-07  1.79999995e+00  6.86575225e-05  1.79996566e+00  1.79999987e+00  1.05088585e-07 
 1.04795000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08823797e-07  1.79999995e+00  1.08863107e-07  1.79999995e+00  6.85834964e-05  1.79996571e+00  1.79999988e+00  1.05655611e-07 
 1.04805000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08189601e-07  1.79999995e+00  1.08225789e-07  1.79999995e+00  6.85095098e-05  1.79996574e+00  1.79999987e+00  1.05089253e-07 
 1.04815000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08823046e-07  1.79999995e+00  1.08862348e-07  1.79999995e+00  6.84358052e-05  1.79996578e+00  1.79999988e+00  1.05654942e-07 
 1.04825000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08190364e-07  1.79999995e+00  1.08226558e-07  1.79999995e+00  6.83621393e-05  1.79996582e+00  1.79999987e+00  1.05089920e-07 
 1.04835000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08822297e-07  1.79999995e+00  1.08861594e-07  1.79999995e+00  6.82887541e-05  1.79996586e+00  1.79999988e+00  1.05654271e-07 
 1.04845000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08191126e-07  1.79999995e+00  1.08227326e-07  1.79999995e+00  6.82154068e-05  1.79996590e+00  1.79999987e+00  1.05090584e-07 
 1.04855000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08821550e-07  1.79999995e+00  1.08860841e-07  1.79999995e+00  6.81423389e-05  1.79996594e+00  1.79999988e+00  1.05653604e-07 
 1.04865000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08191886e-07  1.79999995e+00  1.08228091e-07  1.79999995e+00  6.80693081e-05  1.79996598e+00  1.79999987e+00  1.05091247e-07 
 1.04875000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08820804e-07  1.79999995e+00  1.08860090e-07  1.79999995e+00  6.79965556e-05  1.79996601e+00  1.79999988e+00  1.05652936e-07 
 1.04885000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08192644e-07  1.79999995e+00  1.08228854e-07  1.79999995e+00  6.79238392e-05  1.79996605e+00  1.79999987e+00  1.05091909e-07 
 1.04895000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08820060e-07  1.79999995e+00  1.08859339e-07  1.79999995e+00  6.78513999e-05  1.79996609e+00  1.79999988e+00  1.05652272e-07 
 1.04905000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08193400e-07  1.79999995e+00  1.08229616e-07  1.79999995e+00  6.77789960e-05  1.79996613e+00  1.79999987e+00  1.05092570e-07 
 1.04915000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08819316e-07  1.79999995e+00  1.08858591e-07  1.79999995e+00  6.77068679e-05  1.79996617e+00  1.79999988e+00  1.05651609e-07 
 1.04925000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08194156e-07  1.79999995e+00  1.08230375e-07  1.79999995e+00  6.76347744e-05  1.79996620e+00  1.79999987e+00  1.05093228e-07 
 1.04935000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08818576e-07  1.79999995e+00  1.08857844e-07  1.79999995e+00  6.75629555e-05  1.79996624e+00  1.79999988e+00  1.05650946e-07 
 1.04945000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08194909e-07  1.79999995e+00  1.08231135e-07  1.79999995e+00  6.74911705e-05  1.79996628e+00  1.79999987e+00  1.05093885e-07 
 1.04955000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08817839e-07  1.79999995e+00  1.08857099e-07  1.79999995e+00  6.74196587e-05  1.79996632e+00  1.79999988e+00  1.05650285e-07 
 1.04965000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08195661e-07  1.79999995e+00  1.08231890e-07  1.79999995e+00  6.73481801e-05  1.79996636e+00  1.79999987e+00  1.05094541e-07 
 1.04975000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08817100e-07  1.79999995e+00  1.08856356e-07  1.79999995e+00  6.72769736e-05  1.79996639e+00  1.79999988e+00  1.05649626e-07 
 1.04985000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08196409e-07  1.79999995e+00  1.08232646e-07  1.79999995e+00  6.72057995e-05  1.79996643e+00  1.79999987e+00  1.05095196e-07 
 1.04995000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08816364e-07  1.79999995e+00  1.08855615e-07  1.79999995e+00  6.71348963e-05  1.79996647e+00  1.79999988e+00  1.05648969e-07 
 1.05000000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.08197522e-07  1.79999995e+00  1.08233765e-07  1.79999995e+00  6.70993821e-05  1.79996649e+00  1.79999987e+00  1.05096173e-07 
 1.05001000e-07  1.80000000e-03  0.00000000e+00  1.80000000e+00  1.90506379e-04  1.80028242e+00  1.90490506e-04  1.80028242e+00  2.82070287e-04  1.80025473e+00  1.80016862e+00  1.56146214e-04 
 1.05003000e-07  5.40000000e-03  0.00000000e+00  1.80000000e+00  5.62231418e-04  1.80092147e+00  5.62187014e-04  1.80092147e+00  7.02745580e-04  1.80090857e+00  1.80052815e+00  4.48415651e-04 
 1.05007000e-07  1.26000000e-02  0.00000000e+00  1.80000000e+00  1.03453128e-03  1.80223602e+00  1.03443184e-03  1.80223605e+00  1.23662121e-03  1.80225589e+00  1.80127482e+00  7.87767647e-04 
 1.05015000e-07  2.70000000e-02  0.00000000e+00  1.80000000e+00  1.26348919e-03  1.80451578e+00  1.26326041e-03  1.80451595e+00  1.50747047e-03  1.80464013e+00  1.80268283e+00  9.19577788e-04 
 1.05025000e-07  4.50000000e-02  0.00000000e+00  1.80000000e+00  1.16279745e-03  1.80675782e+00  1.16248938e-03  1.80675844e+00  1.41801616e-03  1.80711785e+00  1.80406225e+00  8.28483632e-04 
 1.05035000e-07  6.30000000e-02  0.00000000e+00  1.80000000e+00  1.02089534e-03  1.80834481e+00  1.02057230e-03  1.80834605e+00  1.27525667e-03  1.80903056e+00  1.80504796e+00  7.40364062e-04 
 1.05045000e-07  8.10000000e-02  0.00000000e+00  1.80000000e+00  9.29736486e-04  1.80947991e+00  9.29394037e-04  1.80948176e+00  1.17573655e-03  1.81052872e+00  1.80577394e+00  6.82558682e-04 
 1.05055000e-07  9.90000000e-02  0.00000000e+00  1.80000000e+00  8.58088160e-04  1.81029660e+00  8.57725429e-04  1.81029903e+00  1.08771296e-03  1.81170439e+00  1.80629324e+00  6.37718149e-04 
 1.05065000e-07  1.17000000e-01  0.00000000e+00  1.80000000e+00  8.15054612e-04  1.81089253e+00  8.14653518e-04  1.81089543e+00  1.02613116e-03  1.81263715e+00  1.80667014e+00  6.10689088e-04 
 1.05075000e-07  1.35000000e-01  0.00000000e+00  1.80000000e+00  7.80050938e-04  1.81132951e+00  7.79608426e-04  1.81133280e+00  9.70372690e-04  1.81337654e+00  1.80694857e+00  5.90675749e-04 
 1.05085000e-07  1.53000000e-01  0.00000000e+00  1.80000000e+00  7.61313356e-04  1.81165938e+00  7.60817950e-04  1.81166294e+00  9.31984501e-04  1.81397261e+00  1.80716243e+00  5.80201992e-04 
 1.05095000e-07  1.71000000e-01  0.00000000e+00  1.80000000e+00  7.45025088e-04  1.81191021e+00  7.44475903e-04  1.81191395e+00  8.96352594e-04  1.81445277e+00  1.80733011e+00  5.72386364e-04 
 1.05105000e-07  1.89000000e-01  0.00000000e+00  1.80000000e+00  7.38820615e-04  1.81211050e+00  7.38210841e-04  1.81211435e+00  8.72930733e-04  1.81484925e+00  1.80746997e+00  5.70240729e-04 
 1.05115000e-07  2.07000000e-01  0.00000000e+00  1.80000000e+00  7.32427838e-04  1.81227202e+00  7.31757943e-04  1.81227591e+00  8.50406776e-04  1.81517675e+00  1.80758879e+00  5.68791490e-04 
 1.05125000e-07  2.25000000e-01  0.00000000e+00  1.80000000e+00  7.33005342e-04  1.81241131e+00  7.32271796e-04  1.81241518e+00  8.37029939e-04  1.81545652e+00  1.80769732e+00  5.71242855e-04 
 1.05135000e-07  2.43000000e-01  0.00000000e+00  1.80000000e+00  7.32217074e-04  1.81253239e+00  7.31422180e-04  1.81253619e+00  8.23454528e-04  1.81569598e+00  1.80779714e+00  5.73570718e-04 
 1.05145000e-07  2.61000000e-01  0.00000000e+00  1.80000000e+00  7.36812462e-04  1.81264554e+00  7.35956633e-04  1.81264924e+00  8.17163051e-04  1.81590956e+00  1.80789517e+00  5.79035812e-04 
 1.05155000e-07  2.79000000e-01  0.00000000e+00  1.80000000e+00  7.39590181e-04  1.81275121e+00  7.38679700e-04  1.81275477e+00  8.10071432e-04  1.81610057e+00  1.80799074e+00  5.84122349e-04 
 1.05165000e-07  2.97000000e-01  0.00000000e+00  1.80000000e+00  7.46927414e-04  1.81285634e+00  7.45969333e-04  1.81285973e+00  8.09105300e-04  1.81627916e+00  1.80808883e+00  5.92081869e-04 
 1.05175000e-07  3.15000000e-01  0.00000000e+00  1.80000000e+00  7.52354618e-04  1.81295982e+00  7.51363364e-04  1.81296302e+00  8.07058145e-04  1.81644633e+00  1.80818786e+00  5.99712830e-04 
 1.05185000e-07  3.33000000e-01  0.00000000e+00  1.80000000e+00  7.61899052e-04  1.81306676e+00  7.60893662e-04  1.81306976e+00  8.10403108e-04  1.81660955e+00  1.80829178e+00  6.10230146e-04 
 1.05195000e-07  3.51000000e-01  0.00000000e+00  1.80000000e+00  7.69616376e-04  1.81317547e+00  7.68626761e-04  1.81317826e+00  8.12594995e-04  1.81676855e+00  1.80839875e+00  6.20676640e-04 
 1.05205000e-07  3.69000000e-01  0.00000000e+00  1.80000000e+00  7.81200716e-04  1.81329003e+00  7.80267477e-04  1.81329262e+00  8.19712780e-04  1.81692904e+00  1.80851214e+00  6.34238053e-04 
 1.05215000e-07  3.87000000e-01  0.00000000e+00  1.80000000e+00  7.91124778e-04  1.81340866e+00  7.90306032e-04  1.81341104e+00  8.25747170e-04  1.81709004e+00  1.80863014e+00  6.48213355e-04 
 1.05225000e-07  4.05000000e-01  0.00000000e+00  1.80000000e+00  8.04768274e-04  1.81353485e+00  8.04142754e-04  1.81353703e+00  8.36424722e-04  1.81725600e+00  1.80875581e+00  6.65824949e-04 
 1.05235000e-07  4.23000000e-01  0.00000000e+00  1.80000000e+00  8.16967575e-04  1.81366694e+00  8.16642908e-04  1.81366893e+00  8.46200209e-04  1.81742548e+00  1.80888752e+00  6.84739732e-04 
 1.05245000e-07  4.41000000e-01  0.00000000e+00  1.80000000e+00  8.32819163e-04  1.81380815e+00  8.32938912e-04  1.81380997e+00  8.60489196e-04  1.81760182e+00  1.80902822e+00  7.08409391e-04 
 1.05255000e-07  4.59000000e-01  0.00000000e+00  1.80000000e+00  8.47512140e-04  1.81395709e+00  8.48265304e-04  1.81395873e+00  8.74173331e-04  1.81778294e+00  1.80917657e+00  7.35173824e-04 
 1.05265000e-07  4.77000000e-01  0.00000000e+00  1.80000000e+00  8.65918967e-04  1.81411687e+00  8.67549149e-04  1.81411836e+00  8.92400144e-04  1.81797086e+00  1.80933559e+00  7.69184426e-04 
 1.05275000e-07  4.95000000e-01  0.00000000e+00  1.80000000e+00  8.83613925e-04  1.81428648e+00  8.86424369e-04  1.81428781e+00  9.10444150e-04  1.81816224e+00  1.80950444e+00  8.10157609e-04 
 1.05285000e-07  5.13000000e-01  0.00000000e+00  1.80000000e+00  9.05335039e-04  1.81446909e+00  9.09688936e-04  1.81447020e+00  9.33179937e-04  1.81835684e+00  1.80968647e+00  8.63966371e-04 
 1.05295000e-07  5.31000000e-01  0.00000000e+00  1.80000000e+00  9.27085722e-04  1.81466406e+00  9.33387831e-04  1.81466487e+00  9.56136633e-04  1.81854859e+00  1.80988164e+00  9.33132861e-04 
 1.05305000e-07  5.49000000e-01  0.00000000e+00  1.80000000e+00  9.53521015e-04  1.81487456e+00  9.62185294e-04  1.81487486e+00  9.83717264e-04  1.81873297e+00  1.81009407e+00  1.02716713e-03 
 1.05315000e-07  5.67000000e-01  0.00000000e+00  1.80000000e+00  9.81026470e-04  1.81510014e+00  9.92415576e-04  1.81509957e+00  1.01133688e-03  1.81889833e+00  1.81032500e+00  1.15381075e-03 
 1.05325000e-07  5.85000000e-01  0.00000000e+00  1.80000000e+00  1.01413918e-03  1.81534361e+00  1.02850688e-03  1.81534162e+00  1.04261232e-03  1.81903226e+00  1.81057983e+00  1.32902033e-03 
 1.05335000e-07  6.03000000e-01  0.00000000e+00  1.80000000e+00  1.04967541e-03  1.81560409e+00  1.06711719e-03  1.81559990e+00  1.07279218e-03  1.81911317e+00  1.81086152e+00  1.56863803e-03 
 1.05345000e-07  6.21000000e-01  0.00000000e+00  1.80000000e+00  1.09254276e-03  1.81588337e+00  1.11299927e-03  1.81587598e+00  1.10840214e-03  1.81913560e+00  1.81117699e+00  1.89744388e-03 
 1.05355000e-07  6.39000000e-01  0.00000000e+00  1.80000000e+00  1.14101463e-03  1.81617941e+00  1.16430333e-03  1.81616764e+00  1.14604358e-03  1.81907895e+00  1.81153073e+00  2.34038576e-03 
 1.05365000e-07  6.57000000e-01  0.00000000e+00  1.80000000e+00  1.20185293e-03  1.81649227e+00  1.22772599e-03  1.81647485e+00  1.18524009e-03  1.81888121e+00  1.81193043e+00  2.92970996e-03 
 1.05375000e-07  6.75000000e-01  0.00000000e+00  1.80000000e+00  1.27619172e-03  1.81681817e+00  1.30402327e-03  1.81679170e+00  1.22469585e-03  1.81849363e+00  1.81238060e+00  3.69497863e-03 
 1.05385000e-07  6.93000000e-01  0.00000000e+00  1.80000000e+00  1.36897010e-03  1.81715098e+00  1.37152084e-03  1.81710071e+00  1.14704554e-03  1.81783973e+00  1.81288771e+00  4.66819985e-03 
 1.05395000e-07  7.11000000e-01  0.00000000e+00  1.80000000e+00  1.36644883e-03  1.81744710e+00  1.36813595e-03  1.81738129e+00  1.19175071e-03  1.81692925e+00  1.81345421e+00  5.87342128e-03 
 1.05405000e-07  7.29000000e-01  0.00000000e+00  1.80000000e+00  1.48741903e-03  1.81776844e+00  1.52147579e-03  1.81770648e+00  1.29925261e-03  1.81569762e+00  1.81408382e+00  7.33198998e-03 
 1.05415000e-07  7.47000000e-01  0.00000000e+00  1.80000000e+00  1.68726816e-03  1.81811137e+00  1.72744945e-03  1.81804658e+00  1.43815055e-03  1.81411243e+00  1.81477642e+00  9.05336561e-03 
 1.05425000e-07  7.65000000e-01  0.00000000e+00  1.80000000e+00  1.92052738e-03  1.81845960e+00  1.96185078e-03  1.81838979e+00  1.61183844e-03  1.81219787e+00  1.81553376e+00  1.10413221e-02 
 1.05435000e-07  7.83000000e-01  0.00000000e+00  1.80000000e+00  2.17029996e-03  1.81881729e+00  2.21070031e-03  1.81874334e+00  1.78290766e-03  1.80994542e+00  1.81635642e+00  1.32888419e-02 
 1.05445000e-07  8.01000000e-01  0.00000000e+00  1.80000000e+00  2.40452243e-03  1.81918274e+00  2.44130939e-03  1.81910442e+00  1.94681021e-03  1.80737150e+00  1.81725147e+00  1.57863429e-02 
 1.05455000e-07  8.19000000e-01  0.00000000e+00  1.80000000e+00  2.60331554e-03  1.81956909e+00  2.63446212e-03  1.81948801e+00  2.07702835e-03  1.80455826e+00  1.81823459e+00  1.85181943e-02 
 1.05465000e-07  8.37000000e-01  0.00000000e+00  1.80000000e+00  2.74289930e-03  1.81998674e+00  2.76677225e-03  1.81990456e+00  2.17549889e-03  1.80165683e+00  1.81935093e+00  2.14725290e-02 
 1.05475000e-07  8.55000000e-01  0.00000000e+00  1.80000000e+00  2.82556239e-03  1.82045837e+00  2.84172780e-03  1.82037754e+00  2.23569156e-03  1.79883655e+00  1.82070865e+00  2.46407417e-02 
 1.05485000e-07  8.73000000e-01  0.00000000e+00  1.80000000e+00  2.85452796e-03  1.82099976e+00  2.86357465e-03  1.82092252e+00  2.28615748e-03  1.79631304e+00  1.82252740e+00  2.80258002e-02 
 1.05495000e-07  8.91000000e-01  0.00000000e+00  1.80000000e+00  2.85312921e-03  1.82163094e+00  2.85649316e-03  1.82155925e+00  2.33792467e-03  1.79430345e+00  1.82473161e+00  3.15762469e-02 
 1.05505000e-07  9.09000000e-01  0.00000000e+00  1.80000000e+00  2.83245507e-03  1.82236047e+00  2.83169472e-03  1.82229551e+00  2.41864433e-03  1.79302351e+00  1.82384986e+00  3.48219029e-02 
 1.05515000e-07  9.27000000e-01  0.00000000e+00  1.80000000e+00  2.81108608e-03  1.82319815e+00  2.80768915e-03  1.82314050e+00  2.51664653e-03  1.79258960e+00  1.81168121e+00  3.71092809e-02 
 1.05525000e-07  9.45000000e-01  0.00000000e+00  1.80000000e+00  2.79003854e-03  1.82414509e+00  2.78496053e-03  1.82409464e+00  2.62173137e-03  1.79295961e+00  1.78506558e+00  3.91932358e-02 
 1.05535000e-07  9.63000000e-01  0.00000000e+00  1.80000000e+00  2.77748489e-03  1.82520600e+00  2.77140647e-03  1.82516232e+00  2.70254617e-03  1.79395463e+00  1.74975220e+00  4.24620125e-02 
 1.05545000e-07  9.81000000e-01  0.00000000e+00  1.80000000e+00  2.76797143e-03  1.82638077e+00  2.76109239e-03  1.82634298e+00  2.76419354e-03  1.79539689e+00  1.71156896e+00  4.69490003e-02 
 1.05555000e-07  9.99000000e-01  0.00000000e+00  1.80000000e+00  2.76585696e-03  1.82767372e+00  2.75834837e-03  1.82764115e+00  2.80143685e-03  1.79714866e+00  1.67257290e+00  5.20214460e-02 
 1.05565000e-07  1.01700000e+00  0.00000000e+00  1.80000000e+00  2.76558108e-03  1.82909572e+00  2.75727246e-03  1.82906701e+00  2.82989058e-03  1.79912861e+00  1.63224301e+00  5.71752220e-02 
 1.05575000e-07  1.03500000e+00  0.00000000e+00  1.80000000e+00  2.76837357e-03  1.83063867e+00  2.75938118e-03  1.83061297e+00  2.84438213e-03  1.80127614e+00  1.58892744e+00  6.23276931e-02 
 1.05585000e-07  1.05300000e+00  0.00000000e+00  1.80000000e+00  2.77153943e-03  1.83229748e+00  2.76165086e-03  1.83227411e+00  2.85622875e-03  1.80355349e+00  1.54094048e+00  6.76328490e-02 
 1.05595000e-07  1.07100000e+00  0.00000000e+00  1.80000000e+00  2.77635988e-03  1.83407293e+00  2.76564555e-03  1.83405134e+00  2.85840233e-03  1.80592598e+00  1.48743392e+00  7.34927160e-02 
 1.05605000e-07  1.08900000e+00  0.00000000e+00  1.80000000e+00  2.77953698e-03  1.83595651e+00  2.76782704e-03  1.83593628e+00  2.86025114e-03  1.80837182e+00  1.42846390e+00  8.02615236e-02 
 1.05615000e-07  1.10700000e+00  0.00000000e+00  1.80000000e+00  2.78300310e-03  1.83794230e+00  2.77040220e-03  1.83792311e+00  2.85455701e-03  1.81086790e+00  1.36432542e+00  8.81966699e-02 
 1.05625000e-07  1.12500000e+00  0.00000000e+00  1.80000000e+00  2.78343153e-03  1.84001706e+00  2.76984826e-03  1.83999865e+00  2.84948227e-03  1.81339924e+00  1.29508041e+00  9.77270797e-02 
 1.05635000e-07  1.14300000e+00  0.00000000e+00  1.80000000e+00  2.78316150e-03  1.84216898e+00  2.76876006e-03  1.84215118e+00  2.83813735e-03  1.81594837e+00  1.22039637e+00  1.09592030e-01 
 1.05645000e-07  1.16100000e+00  0.00000000e+00  1.80000000e+00  2.77915763e-03  1.84438130e+00  2.76393793e-03  1.84436395e+00  2.82812351e-03  1.81850495e+00  1.13924836e+00  1.25232206e-01 
 1.05655000e-07  1.17900000e+00  0.00000000e+00  1.80000000e+00  2.77404812e-03  1.84663901e+00  2.75825655e-03  1.84662203e+00  2.81336570e-03  1.82105816e+00  1.04912065e+00  1.47725132e-01 
 1.05665000e-07  1.19700000e+00  0.00000000e+00  1.80000000e+00  2.76522959e-03  1.84892474e+00  2.74897576e-03  1.84890806e+00  2.80145146e-03  1.82360678e+00  9.45440832e-01  1.83483828e-01 
 1.05675000e-07  1.21500000e+00  0.00000000e+00  1.80000000e+00  2.75551532e-03  1.85122388e+00  2.73914698e-03  1.85120749e+00  2.78656974e-03  1.82614713e+00  8.25279263e-01  2.34531308e-01 
 1.05685000e-07  1.23300000e+00  0.00000000e+00  1.80000000e+00  2.74265729e-03  1.85352154e+00  2.72639607e-03  1.85350540e+00  2.77295518e-03  1.82866355e+00  6.89759622e-01  2.86421677e-01 
 1.05695000e-07  1.25100000e+00  0.00000000e+00  1.80000000e+00  2.72945407e-03  1.85580607e+00  2.71372235e-03  1.85579023e+00  2.75258485e-03  1.83112180e+00  5.41701697e-01  3.26322645e-01 
 1.05705000e-07  1.26900000e+00  0.00000000e+00  1.80000000e+00  2.71387487e-03  1.85806659e+00  2.69893744e-03  1.85805105e+00  2.73206155e-03  1.83350055e+00  3.92232806e-01  3.57472695e-01 
 1.05715000e-07  1.28700000e+00  0.00000000e+00  1.80000000e+00  2.69854718e-03  1.86029520e+00  2.68479768e-03  1.86028000e+00  2.70847635e-03  1.83579492e+00  2.69397318e-01  3.90790530e-01 
 1.05725000e-07  1.30500000e+00  0.00000000e+00  1.80000000e+00  2.68154187e-03  1.86248483e+00  2.66915803e-03  1.86246997e+00  2.68863459e-03  1.83801262e+00  1.84442785e-01  4.30064631e-01 
 1.05735000e-07  1.32300000e+00  0.00000000e+00  1.80000000e+00  2.66525064e-03  1.86463074e+00  2.65446659e-03  1.86461624e+00  2.66793926e-03  1.84015992e+00  1.27948540e-01  4.71371283e-01 
