 time            v(clk)          v(D)            v(Dn)           v(Q0)           v(Qn0)          v(Q1)           v(Qn1)          v(Q2)           v(Qn2)          v(Q3)           v(Qn3)         
 1.60750000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  9.42903565e-05  1.79891540e+00  9.40900019e-05  1.79891537e+00  9.40903331e-05  1.79891537e+00  5.35517956e-05  1.79941369e+00 
 1.60850000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  6.94044800e-05  1.79922018e+00  6.94403873e-05  1.79922025e+00  6.94406785e-05  1.79922024e+00  3.93032421e-05  1.79958696e+00 
 1.60950000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  4.85391080e-05  1.79943842e+00  4.83894734e-05  1.79943838e+00  4.83896918e-05  1.79943838e+00  2.62296599e-05  1.79970930e+00 
 1.61050000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.62941757e-05  1.79959618e+00  3.63593555e-05  1.79959624e+00  3.63595446e-05  1.79959623e+00  1.98964331e-05  1.79979510e+00 
 1.61150000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.48809929e-05  1.79970925e+00  2.47583074e-05  1.79970921e+00  2.47584432e-05  1.79970921e+00  1.27091533e-05  1.79985587e+00 
 1.61250000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.91320710e-05  1.79979085e+00  1.92097379e-05  1.79979090e+00  1.92098565e-05  1.79979090e+00  1.02517588e-05  1.79989830e+00 
 1.61350000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.26546333e-05  1.79984949e+00  1.25477998e-05  1.79984946e+00  1.25478806e-05  1.79984946e+00  6.02837482e-06  1.79992853e+00 
 1.61450000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.02276251e-05  1.79989164e+00  1.03094159e-05  1.79989168e+00  1.03094889e-05  1.79989168e+00  5.44924405e-06  1.79994947e+00 
 1.61550000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  6.34356879e-06  1.79992211e+00  6.24685337e-06  1.79992208e+00  6.24689954e-06  1.79992207e+00  2.73652209e-06  1.79996455e+00 
 1.61650000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  5.60032992e-06  1.79994382e+00  5.68210957e-06  1.79994385e+00  5.68215423e-06  1.79994385e+00  3.04918667e-06  1.79997484e+00 
 1.61750000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.09291352e-06  1.79995970e+00  3.00342387e-06  1.79995968e+00  3.00344905e-06  1.79995968e+00  1.12317803e-06  1.79998241e+00 
 1.61850000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.18888146e-06  1.79997083e+00  3.26859589e-06  1.79997086e+00  3.26862343e-06  1.79997086e+00  1.84147884e-06  1.79998742e+00 
 1.61950000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.42506129e-06  1.79997917e+00  1.34130719e-06  1.79997914e+00  1.34132001e-06  1.79997914e+00  3.40683133e-07  1.79999125e+00 
 1.62050000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.92595094e-06  1.79998482e+00  2.00260401e-06  1.79998485e+00  2.00262140e-06  1.79998485e+00  1.28879514e-06  1.79999365e+00 
 1.62150000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  5.75410119e-07  1.79998924e+00  4.96584078e-07  1.79998922e+00  4.96589781e-07  1.79998922e+00  2.33575915e-08  1.79999560e+00 
 1.62250000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.25876524e-06  1.79999207e+00  1.33190320e-06  1.79999209e+00  1.33191460e-06  1.79999209e+00  9.68629423e-07  1.79999671e+00 
 1.62350000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.48326956e-07  1.79999446e+00  7.39549913e-08  1.79999444e+00  7.39567381e-08  1.79999444e+00 -1.55630034e-07  1.79999774e+00 
 1.62450000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  9.46293678e-07  1.79999582e+00  1.01997831e-06  1.79999583e+00  1.01998572e-06  1.79999583e+00  7.91305443e-07  1.79999824e+00 
 1.62550000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -2.10753208e-08  1.79999713e+00 -8.94832481e-08  1.79999711e+00 -8.94836576e-08  1.79999711e+00 -2.32033711e-07  1.79999880e+00 
 1.62650000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  7.50343800e-07  1.79999775e+00  8.19592761e-07  1.79999776e+00  8.19598232e-07  1.79999776e+00  6.84049286e-07  1.79999901e+00 
 1.62750000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.24565183e-07  1.79999851e+00 -1.89279842e-07  1.79999850e+00 -1.89281447e-07  1.79999850e+00 -2.58222270e-07  1.79999934e+00 
 1.62850000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  6.33366064e-07  1.79999875e+00  6.98232495e-07  1.79999876e+00  6.98236737e-07  1.79999876e+00  6.13104023e-07  1.79999939e+00 
 1.62950000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.69701045e-07  1.79999923e+00 -2.30961190e-07  1.79999921e+00 -2.30963370e-07  1.79999921e+00 -2.60098929e-07  1.79999960e+00 
 1.63050000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  5.59141360e-07  1.79999928e+00  6.19813410e-07  1.79999929e+00  6.19816885e-07  1.79999929e+00  5.61619481e-07  1.79999959e+00 
 1.63150000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.84715142e-07  1.79999960e+00 -2.42687535e-07  1.79999959e+00 -2.42689945e-07  1.79999959e+00 -2.50487266e-07  1.79999973e+00 
 1.63250000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  5.08251719e-07  1.79999956e+00  5.64952855e-07  1.79999957e+00  5.64955829e-07  1.79999957e+00  5.21121453e-07  1.79999970e+00 
 1.63350000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.84519927e-07  1.79999979e+00 -2.39352698e-07  1.79999978e+00 -2.39355147e-07  1.79999978e+00 -2.35726518e-07  1.79999980e+00 
 1.63450000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  4.70467030e-07  1.79999971e+00  5.23428651e-07  1.79999971e+00  5.23431277e-07  1.79999971e+00  4.87292299e-07  1.79999976e+00 
 1.63550000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.76844627e-07  1.79999989e+00 -2.28678415e-07  1.79999988e+00 -2.28680801e-07  1.79999988e+00 -2.18939990e-07  1.79999984e+00 
 1.63650000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  4.40387624e-07  1.79999979e+00  4.89838561e-07  1.79999979e+00  4.89840922e-07  1.79999979e+00  4.57882532e-07  1.79999979e+00 
 1.63750000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.65675342e-07  1.79999994e+00 -2.14646988e-07  1.79999993e+00 -2.14649264e-07  1.79999993e+00 -2.01655866e-07  1.79999986e+00 
 1.63850000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  4.15077638e-07  1.79999983e+00  4.61239619e-07  1.79999984e+00  4.61241758e-07  1.79999984e+00  4.31676913e-07  1.79999981e+00 
 1.63950000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.53188779e-07  1.79999996e+00 -1.99432507e-07  1.79999996e+00 -1.99434667e-07  1.79999996e+00 -1.84611397e-07  1.79999987e+00 
 1.64050000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.92985377e-07  1.79999986e+00  4.36068028e-07  1.79999986e+00  4.36069982e-07  1.79999986e+00  4.07981370e-07  1.79999982e+00 
 1.64150000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.40123129e-07  1.79999998e+00 -1.83780908e-07  1.79999997e+00 -1.83782872e-07  1.79999997e+00 -1.68155363e-07  1.79999988e+00 
 1.64250000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.73421366e-07  1.79999987e+00  4.13627151e-07  1.79999988e+00  4.13629019e-07  1.79999988e+00  3.86364725e-07  1.79999983e+00 
 1.64350000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.27182357e-07  1.79999998e+00 -1.68293319e-07  1.79999998e+00 -1.68295120e-07  1.79999998e+00 -1.52427780e-07  1.79999988e+00 
 1.64450000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.50230650e-07  1.79999988e+00  3.87957437e-07  1.79999989e+00  3.87959283e-07  1.79999989e+00  3.62159943e-07  1.79999984e+00 
 1.64550000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.21180062e-07  1.79999999e+00 -1.59793416e-07  1.79999999e+00 -1.59795035e-07  1.79999999e+00 -1.43212594e-07  1.79999989e+00 
 1.64650000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.35256523e-07  1.79999989e+00  3.70616657e-07  1.79999990e+00  3.70618365e-07  1.79999990e+00  3.45798267e-07  1.79999984e+00 
 1.64750000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.08416657e-07  1.79999999e+00 -1.44738671e-07  1.79999999e+00 -1.44740166e-07  1.79999999e+00 -1.28424188e-07  1.79999990e+00 
 1.64850000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.21995877e-07  1.79999990e+00  3.55126208e-07  1.79999990e+00  3.55127783e-07  1.79999990e+00  3.30670787e-07  1.79999985e+00 
 1.64950000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -9.60795556e-08  1.79999999e+00 -1.30240643e-07  1.79999999e+00 -1.30242020e-07  1.79999999e+00 -1.14323215e-07  1.79999990e+00 
 1.65050000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.09656909e-07  1.79999990e+00  3.40688944e-07  1.79999990e+00  3.40690397e-07  1.79999990e+00  3.16613005e-07  1.79999985e+00 
 1.65150000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -8.43556535e-08  1.79999999e+00 -1.16480333e-07  1.79999999e+00 -1.16481600e-07  1.79999999e+00 -1.00978654e-07  1.79999990e+00 
 1.65250000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.98093968e-07  1.79999991e+00  3.27151452e-07  1.79999991e+00  3.27152794e-07  1.79999991e+00  3.03488147e-07  1.79999985e+00 
 1.65350000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -7.32631477e-08  1.79999999e+00 -1.03470254e-07  1.79999999e+00 -1.03471418e-07  1.79999999e+00 -8.83996253e-08  1.79999990e+00 
 1.65450000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.87230222e-07  1.79999991e+00  3.14430081e-07  1.79999991e+00  3.14431321e-07  1.79999991e+00  2.91204596e-07  1.79999985e+00 
 1.65550000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -6.27887304e-08  1.79999999e+00 -9.11913815e-08  1.79999999e+00 -9.11924465e-08  1.79999999e+00 -7.65674223e-08  1.79999990e+00 
 1.65650000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.77010160e-07  1.79999991e+00  3.02463070e-07  1.79999991e+00  3.02464215e-07  1.79999991e+00  2.79694290e-07  1.79999985e+00 
 1.65750000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -5.29080777e-08  1.79999999e+00 -7.96137090e-08  1.79999999e+00 -7.96146836e-08  1.79999999e+00 -6.54507221e-08  1.79999990e+00 
 1.65850000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.67389009e-07  1.79999991e+00  2.91199715e-07  1.79999991e+00  2.91200771e-07  1.79999991e+00  2.68902015e-07  1.79999985e+00 
 1.65950000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -4.35926075e-08  1.79999999e+00 -6.87030659e-08  1.79999999e+00 -6.87039559e-08  1.79999999e+00 -5.50131059e-08  1.79999990e+00 
 1.66050000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.58328265e-07  1.79999991e+00  2.80595861e-07  1.79999991e+00  2.80596835e-07  1.79999991e+00  2.58780079e-07  1.79999985e+00 
 1.66150000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -3.48125364e-08  1.79999999e+00 -5.84242106e-08  1.79999999e+00 -5.84250225e-08  1.79999999e+00 -4.52167737e-08  1.79999990e+00 
 1.66250000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.49793518e-07  1.79999991e+00  2.70611652e-07  1.79999991e+00  2.70612550e-07  1.79999991e+00  2.49285652e-07  1.79999985e+00 
 1.66350000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -2.65383481e-08  1.79999999e+00 -4.87423417e-08  1.79999999e+00 -4.87430804e-08  1.79999999e+00 -3.60243441e-08  1.79999990e+00 
 1.66450000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.41753278e-07  1.79999991e+00  2.61210368e-07  1.79999991e+00  2.61211197e-07  1.79999991e+00  2.40379392e-07  1.79999985e+00 
 1.66550000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.87414823e-08  1.79999999e+00 -3.96237959e-08  1.79999999e+00 -3.96244685e-08  1.79999999e+00 -2.73997227e-08  1.79999990e+00 
 1.66650000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.34178332e-07  1.79999992e+00  2.52357789e-07  1.79999992e+00  2.52358552e-07  1.79999992e+00  2.32024744e-07  1.79999985e+00 
 1.66750000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -1.13946425e-08  1.79999999e+00 -3.10363824e-08  1.79999999e+00 -3.10369905e-08  1.79999999e+00 -1.93084665e-08  1.79999990e+00 
 1.66850000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.27041394e-07  1.79999992e+00  2.44021832e-07  1.79999992e+00  2.44022537e-07  1.79999992e+00  2.24187540e-07  1.79999985e+00 
 1.66950000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00 -4.47190540e-09  1.79999999e+00 -2.29494902e-08  1.79999999e+00 -2.29500407e-08  1.79999999e+00 -1.17179393e-08  1.79999990e+00 
 1.67050000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.20316880e-07  1.79999992e+00  2.36172336e-07  1.79999992e+00  2.36172984e-07  1.79999992e+00  2.16835744e-07  1.79999985e+00 
 1.67150000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.06459972e-09  1.79999998e+00 -1.53206982e-08  1.79999998e+00 -1.53212024e-08  1.79999998e+00 -4.59734365e-09  1.79999990e+00 
 1.67250000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.14015957e-07  1.79999992e+00  2.28816252e-07  1.79999992e+00  2.28816834e-07  1.79999992e+00  2.09939386e-07  1.79999985e+00 
 1.67350000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  8.23269229e-09  1.79999998e+00 -8.12818953e-09  1.79999998e+00 -8.12865205e-09  1.79999998e+00  2.08247132e-09  1.79999990e+00 
 1.67450000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.08033923e-07  1.79999992e+00  2.21844361e-07  1.79999992e+00  2.21844902e-07  1.79999992e+00  2.03470023e-07  1.79999986e+00 
 1.67550000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.39957769e-08  1.79999998e+00 -1.40002665e-09  1.79999998e+00 -1.40043178e-09  1.79999998e+00  8.35308456e-09  1.79999990e+00 
 1.67650000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.02370831e-07  1.79999992e+00  2.15258146e-07  1.79999992e+00  2.15258654e-07  1.79999992e+00  1.97406387e-07  1.79999986e+00 
 1.67750000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.94337859e-08  1.79999998e+00  4.93909269e-09  1.79999998e+00  4.93873608e-09  1.79999998e+00  1.42309961e-08  1.79999990e+00 
 1.67850000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.97070484e-07  1.79999992e+00  2.09087480e-07  1.79999992e+00  2.09087948e-07  1.79999992e+00  1.91713191e-07  1.79999986e+00 
 1.67950000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.45819767e-08  1.79999998e+00  1.09320115e-08  1.79999998e+00  1.09316939e-08  1.79999998e+00  1.97453080e-08  1.79999990e+00 
 1.68050000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.92078868e-07  1.79999992e+00  2.03279776e-07  1.79999992e+00  2.03280207e-07  1.79999992e+00  1.86372254e-07  1.79999986e+00 
 1.68150000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.94328075e-08  1.79999998e+00  1.65747878e-08  1.79999998e+00  1.65745087e-08  1.79999998e+00  2.49184397e-08  1.79999990e+00 
 1.68250000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.87373332e-07  1.79999992e+00  1.97809170e-07  1.79999992e+00  1.97809565e-07  1.79999992e+00  1.81361700e-07  1.79999986e+00 
 1.68350000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.40030405e-08  1.79999998e+00  2.18874264e-08  1.79999998e+00  2.18871804e-08  1.79999998e+00  2.97716225e-08  1.79999990e+00 
 1.68450000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.82937700e-07  1.79999992e+00  1.92656362e-07  1.79999992e+00  1.92656727e-07  1.79999992e+00  1.76660964e-07  1.79999986e+00 
 1.68550000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  3.83095635e-08  1.79999998e+00  2.68898645e-08  1.79999998e+00  2.68896499e-08  1.79999998e+00  3.43247778e-08  1.79999990e+00 
 1.68650000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.78756730e-07  1.79999992e+00  1.87803173e-07  1.79999992e+00  1.87803505e-07  1.79999992e+00  1.72250756e-07  1.79999986e+00 
 1.68750000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  4.23680457e-08  1.79999998e+00  3.16006439e-08  1.79999998e+00  3.16004588e-08  1.79999998e+00  3.85966016e-08  1.79999990e+00 
 1.68850000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.74815879e-07  1.79999992e+00  1.83232270e-07  1.79999992e+00  1.83232574e-07  1.79999992e+00  1.68112970e-07  1.79999986e+00 
 1.68950000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  4.61930746e-08  1.79999998e+00  3.60370570e-08  1.79999998e+00  3.60368978e-08  1.79999998e+00  4.26046227e-08  1.79999990e+00 
 1.69050000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.71101327e-07  1.79999992e+00  1.78927216e-07  1.79999992e+00  1.78927495e-07  1.79999992e+00  1.64230634e-07  1.79999986e+00 
 1.69150000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  4.97982979e-08  1.79999998e+00  4.02152894e-08  1.79999998e+00  4.02151567e-08  1.79999998e+00  4.63652842e-08  1.79999989e+00 
 1.69250000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.67599996e-07  1.79999993e+00  1.74872477e-07  1.79999992e+00  1.74872734e-07  1.79999992e+00  1.60587824e-07  1.79999986e+00 
 1.69350000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  5.31965164e-08  1.79999998e+00  4.41505434e-08  1.79999998e+00  4.41504321e-08  1.79999998e+00  4.98940045e-08  1.79999989e+00 
 1.69450000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.64299547e-07  1.79999993e+00  1.71053393e-07  1.79999992e+00  1.71053626e-07  1.79999992e+00  1.57169609e-07  1.79999986e+00 
 1.69550000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  5.63997695e-08  1.79999998e+00  4.78570973e-08  1.79999998e+00  4.78570082e-08  1.79999998e+00  5.32052397e-08  1.79999989e+00 
 1.69650000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.61188336e-07  1.79999993e+00  1.67456151e-07  1.79999993e+00  1.67456364e-07  1.79999993e+00  1.53961992e-07  1.79999986e+00 
 1.69750000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  5.94193757e-08  1.79999998e+00  5.13483910e-08  1.79999998e+00  5.13483198e-08  1.79999998e+00  5.63125464e-08  1.79999989e+00 
 1.69850000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.58255396e-07  1.79999993e+00  1.64067735e-07  1.79999993e+00  1.64067929e-07  1.79999993e+00  1.50951848e-07  1.79999986e+00 
 1.69950000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  6.22659979e-08  1.79999998e+00  5.46370600e-08  1.79999998e+00  5.46370072e-08  1.79999998e+00  5.92286301e-08  1.79999989e+00 
 1.70050000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.55490394e-07  1.79999993e+00  1.60875895e-07  1.79999993e+00  1.60876072e-07  1.79999993e+00  1.48126871e-07  1.79999986e+00 
 1.70150000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  6.49496625e-08  1.79999997e+00  5.77350005e-08  1.79999998e+00  5.77349646e-08  1.79999998e+00  6.19654093e-08  1.79999989e+00 
 1.70250000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.52883594e-07  1.79999993e+00  1.57869097e-07  1.79999993e+00  1.57869259e-07  1.79999993e+00  1.45475527e-07  1.79999986e+00 
 1.70350000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  6.74798218e-08  1.79999997e+00  6.06534061e-08  1.79999998e+00  6.06533850e-08  1.79999998e+00  6.45340513e-08  1.79999989e+00 
 1.70450000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.50425831e-07  1.79999993e+00  1.55036485e-07  1.79999993e+00  1.55036633e-07  1.79999993e+00  1.42986998e-07  1.79999986e+00 
 1.70550000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  6.98653663e-08  1.79999997e+00  6.34028104e-08  1.79999997e+00  6.34028032e-08  1.79999997e+00  6.69450242e-08  1.79999989e+00 
 1.70650000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.48108472e-07  1.79999993e+00  1.52367844e-07  1.79999993e+00  1.52367978e-07  1.79999993e+00  1.40651149e-07  1.79999986e+00 
 1.70750000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  7.21146738e-08  1.79999997e+00  6.59931222e-08  1.79999997e+00  6.59931291e-08  1.79999997e+00  6.92081506e-08  1.79999989e+00 
 1.70850000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.45923388e-07  1.79999993e+00  1.49853557e-07  1.79999993e+00  1.49853679e-07  1.79999993e+00  1.38458477e-07  1.79999986e+00 
 1.70950000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  7.42356339e-08  1.79999997e+00  6.84336747e-08  1.79999997e+00  6.84336911e-08  1.79999997e+00  7.13326258e-08  1.79999989e+00 
 1.71050000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.43862922e-07  1.79999993e+00  1.47484576e-07  1.79999993e+00  1.47484685e-07  1.79999993e+00  1.36400070e-07  1.79999986e+00 
 1.71150000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  7.62356694e-08  1.79999997e+00  7.07332439e-08  1.79999997e+00  7.07332712e-08  1.79999997e+00  7.33270767e-08  1.79999989e+00 
 1.71250000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.41919860e-07  1.79999993e+00  1.45252383e-07  1.79999993e+00  1.45252483e-07  1.79999993e+00  1.34467580e-07  1.79999986e+00 
 1.71350000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  7.81217788e-08  1.79999997e+00  7.29000874e-08  1.79999997e+00  7.29001263e-08  1.79999997e+00  7.51995900e-08  1.79999989e+00 
 1.71450000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.40087418e-07  1.79999993e+00  1.43148968e-07  1.79999993e+00  1.43149059e-07  1.79999993e+00  1.32653179e-07  1.79999986e+00 
 1.71550000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  7.99005473e-08  1.79999997e+00  7.49419864e-08  1.79999997e+00  7.49420326e-08  1.79999997e+00  7.69577403e-08  1.79999989e+00 
 1.71650000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.38359203e-07  1.79999993e+00  1.41166789e-07  1.79999993e+00  1.41166871e-07  1.79999993e+00  1.30949526e-07  1.79999986e+00 
 1.71750000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  8.15781804e-08  1.79999997e+00  7.68662473e-08  1.79999997e+00  7.68663026e-08  1.79999997e+00  7.86086383e-08  1.79999989e+00 
 1.71850000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.36729188e-07  1.79999993e+00  1.39298749e-07  1.79999993e+00  1.39298825e-07  1.79999993e+00  1.29349745e-07  1.79999986e+00 
 1.71950000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  8.31605186e-08  1.79999997e+00  7.86797585e-08  1.79999997e+00  7.86798216e-08  1.79999997e+00  8.01589398e-08  1.79999989e+00 
 1.72050000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.35191705e-07  1.79999993e+00  1.37538173e-07  1.79999993e+00  1.37538241e-07  1.79999993e+00  1.27847392e-07  1.79999986e+00 
 1.72150000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  8.46530634e-08  1.79999997e+00  8.03889977e-08  1.79999997e+00  8.03890664e-08  1.79999997e+00  8.16148857e-08  1.79999989e+00 
 1.72250000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.33741415e-07  1.79999993e+00  1.35878776e-07  1.79999993e+00  1.35878837e-07  1.79999993e+00  1.26436416e-07  1.79999986e+00 
 1.72350000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  8.60609967e-08  1.79999997e+00  8.20000563e-08  1.79999997e+00  8.20001317e-08  1.79999997e+00  8.29823316e-08  1.79999989e+00 
 1.72450000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.32373284e-07  1.79999993e+00  1.34314645e-07  1.79999993e+00  1.34314700e-07  1.79999993e+00  1.25111156e-07  1.79999986e+00 
 1.72550000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  8.73891972e-08  1.79999997e+00  8.35186738e-08  1.79999997e+00  8.35187547e-08  1.79999997e+00  8.42667599e-08  1.79999989e+00 
 1.72650000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.31082582e-07  1.79999993e+00  1.32840219e-07  1.79999993e+00  1.32840269e-07  1.79999993e+00  1.23866301e-07  1.79999986e+00 
 1.72750000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  8.86422614e-08  1.79999997e+00  8.49502478e-08  1.79999997e+00  8.49503335e-08  1.79999997e+00  8.54733115e-08  1.79999989e+00 
 1.72850000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.29864841e-07  1.79999993e+00  1.31450259e-07  1.79999993e+00  1.31450304e-07  1.79999993e+00  1.22696873e-07  1.79999986e+00 
 1.72950000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  8.98245136e-08  1.79999997e+00  8.62998548e-08  1.79999997e+00  8.62999445e-08  1.79999997e+00  8.66068099e-08  1.79999989e+00 
 1.73050000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.28715865e-07  1.79999993e+00  1.30139838e-07  1.79999993e+00  1.30139879e-07  1.79999993e+00  1.21598204e-07  1.79999986e+00 
 1.73150000e-08  0.00000000e+00  1.80000000e+00  0.00000000e+00  9.09400336e-08  1.79999997e+00  8.75722730e-08  1.79999997e+00  8.75723667e-08  1.79999997e+00  8.76717701e-08  1.79999989e+00 
